PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
29109438,VSIG4 inhibits proinflammatory macrophage activation by reprogramming mitochondrial pyruvate metabolism,"Li J, Diao B, Guo S, Huang X, Yang C, Feng Z, Yan W, Ning Q, Zheng L, Chen Y, Wu Y.",Nat Commun. 2017 Nov 6;8(1):1322. doi: 10.1038/s41467-017-01327-4.,Li J,Nat Commun,2017,2017/11/08
29095859,Characterizing the rapid spread of porcine epidemic diarrhea virus (PEDV) through an animal food manufacturing facility,"Schumacher LL, Huss AR, Cochrane RA, Stark CR, Woodworth JC, Bai J, Poulsen EG, Chen Q, Main RG, Zhang J, Gauger PC, Ramirez A, Derscheid RJ, Magstadt DM, Dritz SS, Jones CK.",PLoS One. 2017 Nov 2;12(11):e0187309. doi: 10.1371/journal.pone.0187309. eCollection 2017.,Schumacher LL,PLoS One,2017,2017/11/03
29182480,Evaluation of State Plans and the Livestock Emergency Response Plan (LERP),"Schaffer AM, Burton KR.",Health Secur. 2017 Nov/Dec;15(6):611-619. doi: 10.1089/hs.2017.0018. Epub 2017 Nov 28.,Schaffer AM,Health Secur,2017,2017/11/29
29114190,Knowledge and awareness of Middle East respiratory syndrome coronavirus among Saudi and Non-Saudi Arabian pilgrims,"Althobaity HM, Alharthi RAS, Altowairqi MH, Alsufyani ZA, Aloufi NS, Altowairqi AE, Alqahtani AS, Alzahrani AK, Abdel-Moneim AS.",Int J Health Sci (Qassim). 2017 Nov-Dec;11(5):20-25.,Althobaity HM,Int J Health Sci (Qassim),2017,2017/11/09
29102122,Effects of porcine epidemic diarrhea virus infection on nursery pig intestinal function and barrier integrity,"Curry SM, Schwartz KJ, Yoon KJ, Gabler NK, Burrough ER.",Vet Microbiol. 2017 Nov;211:58-66. doi: 10.1016/j.vetmic.2017.09.021. Epub 2017 Sep 28.,Curry SM,Vet Microbiol,2017,2017/11/06
29102111,Discovery of a novel swine enteric alphacoronavirus (SeACoV) in southern China,"Pan Y, Tian X, Qin P, Wang B, Zhao P, Yang YL, Wang L, Wang D, Song Y, Zhang X, Huang YW.",Vet Microbiol. 2017 Nov;211:15-21. doi: 10.1016/j.vetmic.2017.09.020. Epub 2017 Sep 28.,Pan Y,Vet Microbiol,2017,2017/11/06
29068273,CD59 association with infectious bronchitis virus particles protects against antibody-dependent complement-mediated lysis,"Wei Y, Ji Y, Guo H, Zhi X, Han S, Zhang Y, Gao Y, Chang Y, Yan D, Li K, Liu DX, Sun S.",J Gen Virol. 2017 Nov;98(11):2725-2730. doi: 10.1099/jgv.0.000962. Epub 2017 Oct 25.,Wei Y,J Gen Virol,2017,2017/10/26
29065819,Feline Infectious Peritonitis: Immunohistochemical Features of Ocular Inflammation and the Distribution of Viral Antigens in Structures of the Eye,"Ziółkowska N, Paździor-Czapula K, Lewczuk B, Mikulska-Skupień E, Przybylska-Gornowicz B, Kwiecińska K, Ziółkowski H.",Vet Pathol. 2017 Nov;54(6):933-944. doi: 10.1177/0300985817728557.,Ziółkowska N,Vet Pathol,2017,2017/10/26
29062261,A pandemic risk assessment of middle east respiratory syndrome coronavirus (MERS-CoV) in Saudi Arabia,"Eifan SA, Nour I, Hanif A, Zamzam AMM, AlJohani SM.",Saudi J Biol Sci. 2017 Nov;24(7):1631-1638. doi: 10.1016/j.sjbs.2017.06.001. Epub 2017 Jun 6.,Eifan SA,Saudi J Biol Sci,2017,2017/10/25
29061208,"Retrospective, epidemiological cluster analysis of the Middle East respiratory syndrome coronavirus (MERS-CoV) epidemic using open source data","Darling ND, Poss DE, Schoelen MP, Metcalf-Kelly M, Hill SE, Harris S.",Epidemiol Infect. 2017 Nov;145(15):3106-3114. doi: 10.1017/S0950268817002345. Epub 2017 Oct 24.,Darling ND,Epidemiol Infect,2017,2017/10/25
29031867,Influenza is more common than Middle East Respiratory Syndrome Coronavirus (MERS-CoV) among hospitalized adult Saudi patients,"Al-Tawfiq JA, Rabaan AA, Hinedi K.",Travel Med Infect Dis. 2017 Nov-Dec;20:56-60. doi: 10.1016/j.tmaid.2017.10.004. Epub 2017 Oct 12.,Al-Tawfiq JA,Travel Med Infect Dis,2017,2017/10/17
29029568,Quaternized chitosan nanoparticles loaded with the combined attenuated live vaccine against Newcastle disease and infectious bronchitis elicit immune response in chicken after intranasal administration,"Zhao K, Li S, Li W, Yu L, Duan X, Han J, Wang X, Jin Z.",Drug Deliv. 2017 Nov;24(1):1574-1586. doi: 10.1080/10717544.2017.1388450.,Zhao K,Drug Deliv,2017,2017/10/15
28913936,Detection of Bovine Coronavirus in Healthy and Diarrheic Dairy Calves,"Gomez DE, Arroyo LG, Poljak Z, Viel L, Weese JS.",J Vet Intern Med. 2017 Nov;31(6):1884-1891. doi: 10.1111/jvim.14811. Epub 2017 Sep 15.,Gomez DE,J Vet Intern Med,2017,2017/09/16
28873020,Assessing the Detection of Middle East Respiratory Syndrome Coronavirus IgG in Suspected and Proven Cases of Middle East Respiratory Syndrome Coronavirus Infection,"Alhetheel A, Altalhi H, Albarrag A, Shakoor Z, Mohamed D, El-Hazmi M, Somily A, Barry M, Bakhrebah M, Nassar M.",Viral Immunol. 2017 Nov;30(9):649-653. doi: 10.1089/vim.2017.0091. Epub 2017 Sep 5.,Alhetheel A,Viral Immunol,2017,2017/09/06
28870104,Type II transmembrane serine proteases as potential target for anti-influenza drug discovery,"Shin WJ, Seong BL.",Expert Opin Drug Discov. 2017 Nov;12(11):1139-1152. doi: 10.1080/17460441.2017.1372417. Epub 2017 Sep 5.,Shin WJ,Expert Opin Drug Discov,2017,2017/09/06
28860101,Development and application of a recombinant M protein-based indirect ELISA for the detection of porcine deltacoronavirus IgG antibodies,"Luo SX, Fan JH, Opriessnig T, Di JM, Liu BJ, Zuo YZ.",J Virol Methods. 2017 Nov;249:76-78. doi: 10.1016/j.jviromet.2017.08.020. Epub 2017 Aug 30.,Luo SX,J Virol Methods,2017,2017/09/02
28843094,MERS coronavirus nsp1 participates in an efficient propagation through a specific interaction with viral RNA,"Terada Y, Kawachi K, Matsuura Y, Kamitani W.",Virology. 2017 Nov;511:95-105. doi: 10.1016/j.virol.2017.08.026. Epub 2017 Aug 23.,Terada Y,Virology,2017,2017/08/27
28840986,Performance Evaluation of the PowerChek MERS (upE & ORF1a) Real-Time PCR Kit for the Detection of Middle East Respiratory Syndrome Coronavirus RNA,"Huh HJ, Kim JY, Kwon HJ, Yun SA, Lee MK, Ki CS, Lee NY, Kim JW.",Ann Lab Med. 2017 Nov;37(6):494-498. doi: 10.3343/alm.2017.37.6.494.,Huh HJ,Ann Lab Med,2017,2017/08/26
28826284,Middle East respiratory syndrome coronavirus: five years later,Rabaan AA.,Expert Rev Respir Med. 2017 Nov;11(11):901-912. doi: 10.1080/17476348.2017.1367288. Epub 2017 Aug 21.,Rabaan AA,Expert Rev Respir Med,2017,2017/08/23
28822268,Neural precursor cells derived from induced pluripotent stem cells exhibit reduced susceptibility to infection with a neurotropic coronavirus,"Mangale V, Marro BS, Plaisted WC, Walsh CM, Lane TE.",Virology. 2017 Nov;511:49-55. doi: 10.1016/j.virol.2017.08.003. Epub 2017 Aug 17.,Mangale V,Virology,2017,2017/08/20
28807812,Evaluation and Clinical Validation of Two Field-Deployable Reverse Transcription-Insulated Isothermal PCR Assays for the Detection of the Middle East Respiratory Syndrome-Coronavirus,"Go YY, Kim YS, Cheon S, Nam S, Ku KB, Kim M, Cho NH, Park H, Alison Lee PY, Lin YC, Tsai YL, Thomas Wang HT, Balasuriya UBR.",J Mol Diagn. 2017 Nov;19(6):817-827. doi: 10.1016/j.jmoldx.2017.06.007. Epub 2017 Aug 12.,Go YY,J Mol Diagn,2017,2017/08/16
28802158,Lipidation increases antiviral activities of coronavirus fusion-inhibiting peptides,"Park JE, Gallagher T.",Virology. 2017 Nov;511:9-18. doi: 10.1016/j.virol.2017.07.033. Epub 2017 Aug 10.,Park JE,Virology,2017,2017/08/13
28794036,Persistent Transmissible Gastroenteritis Virus Infection Enhances Enterotoxigenic Escherichia coli K88 Adhesion by Promoting Epithelial-Mesenchymal Transition in Intestinal Epithelial Cells,"Xia L, Dai L, Yu Q, Yang Q.",J Virol. 2017 Oct 13;91(21):e01256-17. doi: 10.1128/JVI.01256-17. Print 2017 Nov 1.,Xia L,J Virol,2017,2017/08/11
28779232,MicroRNA transcriptome analysis in chicken kidneys in response to differing virulent infectious bronchitis virus infections,"Yang X, Gao W, Liu H, Li J, Chen D, Yuan F, Zhang Z, Wang H.",Arch Virol. 2017 Nov;162(11):3397-3405. doi: 10.1007/s00705-017-3502-2. Epub 2017 Aug 4.,Yang X,Arch Virol,2017,2017/08/06
28778717,TMPRSS2: A potential target for treatment of influenza virus and coronavirus infections,"Shen LW, Mao HJ, Wu YL, Tanaka Y, Zhang W.",Biochimie. 2017 Nov;142:1-10. doi: 10.1016/j.biochi.2017.07.016. Epub 2017 Aug 1.,Shen LW,Biochimie,2017,2017/08/06
28730523,Antibody-dependent enhancement of serotype II feline enteric coronavirus infection in primary feline monocytes,"Takano T, Nakaguchi M, Doki T, Hohdatsu T.",Arch Virol. 2017 Nov;162(11):3339-3345. doi: 10.1007/s00705-017-3489-8. Epub 2017 Jul 20.,Takano T,Arch Virol,2017,2017/07/22
28695355,Suggested new breakpoints of anti-MERS-CoV antibody ELISA titers: performance analysis of serologic tests,"Ko JH, Müller MA, Seok H, Park GE, Lee JY, Cho SY, Ha YE, Baek JY, Kim SH, Kang JM, Kim YJ, Jo IJ, Chung CR, Hahn MJ, Drosten C, Kang CI, Chung DR, Song JH, Kang ES, Peck KR.",Eur J Clin Microbiol Infect Dis. 2017 Nov;36(11):2179-2186. doi: 10.1007/s10096-017-3043-3. Epub 2017 Jul 11.,Ko JH,Eur J Clin Microbiol Infect Dis,2017,2017/07/12
28625842,Dynamics of scientific publications on the MERS-CoV outbreaks in Saudi Arabia,"Rabaan AA, Al-Ahmed SH, Bazzi AM, Al-Tawfiq JA.",J Infect Public Health. 2017 Nov-Dec;10(6):702-710. doi: 10.1016/j.jiph.2017.05.005. Epub 2017 Jun 24.,Rabaan AA,J Infect Public Health,2017,2017/06/20
28608547,Computational modeling of the bat HKU4 coronavirus 3CL(pro) inhibitors as a tool for the development of antivirals against the emerging Middle East respiratory syndrome (MERS) coronavirus,"Abuhammad A, Al-Aqtash RA, Anson BJ, Mesecar AD, Taha MO.",J Mol Recognit. 2017 Nov;30(11):e2644. doi: 10.1002/jmr.2644. Epub 2017 Jun 13.,Abuhammad A,J Mol Recognit,2017,2017/06/14
28545936,Atypical presentations of MERS-CoV infection in immunocompromised hosts,"Kim SH, Ko JH, Park GE, Cho SY, Ha YE, Kang JM, Kim YJ, Huh HJ, Ki CS, Jeong BH, Park J, Jang JH, Kim WS, Kang CI, Chung DR, Song JH, Peck KR.",J Infect Chemother. 2017 Nov;23(11):769-773. doi: 10.1016/j.jiac.2017.04.004. Epub 2017 May 23.,Kim SH,J Infect Chemother,2017,2017/05/27
28390158,Lithium chloride inhibits early stages of foot-and-mouth disease virus (FMDV) replication in vitro,"Zhao FR, Xie YL, Liu ZZ, Shao JJ, Li SF, Zhang YG, Chang HY.",J Med Virol. 2017 Nov;89(11):2041-2046. doi: 10.1002/jmv.24821. Epub 2017 Aug 28.,Zhao FR,J Med Virol,2017,2017/04/09
31600155,Performance of CURB-65 in predicting mortality of patients with community-acquired pneumonia in Saudi Arabia,"Al-Tawfiq JA, Diamond M, Joy D, Hinedi K.",J Infect Dev Ctries. 2017 Oct 31;11(10):811-814. doi: 10.3855/jidc.9585.,Al-Tawfiq JA,J Infect Dev Ctries,2017,2019/10/11
29105044,"Raising awareness of health care providers about MERSCoV infection in public hospitals in Mecca, Saudi Arabia","Nour MO, Babalghith AO, Natto HA, Alawneh SM, Elamin FO.",East Mediterr Health J. 2017 Oct 30;23(8):534-542.,Nour MO,East Mediterr Health J,2017,2017/11/07
29502517,"Strategy and technology to prevent hospital-acquired infections: Lessons from SARS, Ebola, and MERS in Asia and West Africa","Rajakaruna SJ, Liu WB, Ding YB, Cao GW.",Mil Med Res. 2017 Oct 27;4(1):32. doi: 10.1186/s40779-017-0142-5.,Rajakaruna SJ,Mil Med Res,2017,2018/03/06
29079779,Reference gene selection for gene expression study in shell gland and spleen of laying hens challenged with infectious bronchitis virus,"Khan S, Roberts J, Wu SB.",Sci Rep. 2017 Oct 27;7(1):14271. doi: 10.1038/s41598-017-14693-2.,Khan S,Sci Rep,2017,2017/10/29
29073936,Evaluation of the efficacy of a commercial inactivated genogroup 2b-based porcine epidemic diarrhea virus (PEDV) vaccine and experimental live genogroup 1b exposure against 2b challenge,"Opriessnig T, Gerber PF, Shen H, de Castro AMMG, Zhang J, Chen Q, Halbur P.",Vet Res. 2017 Oct 26;48(1):69. doi: 10.1186/s13567-017-0472-z.,Opriessnig T,Vet Res,2017,2017/10/28
29068402,Oral Delivery of Probiotics Expressing Dendritic Cell-Targeting Peptide Fused with Porcine Epidemic Diarrhea Virus COE Antigen: A Promising Vaccine Strategy against PEDV,"Wang X, Wang L, Huang X, Ma S, Yu M, Shi W, Qiao X, Tang L, Xu Y, Li Y.",Viruses. 2017 Oct 25;9(11):312. doi: 10.3390/v9110312.,Wang X,Viruses,2017,2017/10/26
29064408,"Avian Group D Rotaviruses: Structure, Epidemiology, Diagnosis, and Perspectives on Future Research Challenges","Deol P, Kattoor JJ, Sircar S, Ghosh S, Bányai K, Dhama K, Malik YS.",Pathogens. 2017 Oct 24;6(4):53. doi: 10.3390/pathogens6040053.,Deol P,Pathogens,2017,2017/10/25
28890472,Ocular abnormalities associated with hypovitaminosis A in Hanwoo calves: a report of two cases,"Kang S, Park C, Seo K.",J Vet Med Sci. 2017 Oct 20;79(10):1753-1756. doi: 10.1292/jvms.17-0166. Epub 2017 Sep 8.,Kang S,J Vet Med Sci,2017,2017/09/12
29073020,Tectonic conformational changes of a coronavirus spike glycoprotein promote membrane fusion,"Walls AC, Tortorici MA, Snijder J, Xiong X, Bosch BJ, Rey FA, Veesler D.",Proc Natl Acad Sci U S A. 2017 Oct 17;114(42):11157-11162. doi: 10.1073/pnas.1708727114. Epub 2017 Oct 3.,Walls AC,Proc Natl Acad Sci U S A,2017,2017/10/27
29263883,Protective efficacy of a novel simian adenovirus vaccine against lethal MERS-CoV challenge in a transgenic human DPP4 mouse model,"Munster VJ, Wells D, Lambe T, Wright D, Fischer RJ, Bushmaker T, Saturday G, van Doremalen N, Gilbert SC, de Wit E, Warimwe GM.",NPJ Vaccines. 2017 Oct 16;2:28. doi: 10.1038/s41541-017-0029-1. eCollection 2017.,Munster VJ,NPJ Vaccines,2017,2017/12/22
29035289,Molecular Evolution of MERS Coronavirus: Dromedaries as a Recent Intermediate Host or Long-Time Animal Reservoir?,"Lau SKP, Wong ACP, Lau TCK, Woo PCY.",Int J Mol Sci. 2017 Oct 16;18(10):2138. doi: 10.3390/ijms18102138.,Lau SKP,Int J Mol Sci,2017,2017/10/17
28947336,Two novel porcine epidemic diarrhea virus (PEDV) recombinants from a natural recombinant and distinct subtypes of PEDV variants,"Chen N, Li S, Zhou R, Zhu M, He S, Ye M, Huang Y, Li S, Zhu C, Xia P, Zhu J.",Virus Res. 2017 Oct 15;242:90-95. doi: 10.1016/j.virusres.2017.09.013. Epub 2017 Sep 22.,Chen N,Virus Res,2017,2017/09/27
28923510,First characterization of a Middle-East GI-23 lineage (Var2-like) of infectious bronchitis virus in Europe,"Lisowska A, Sajewicz-Krukowska J, Fusaro A, Pikula A, Domanska-Blicharz K.",Virus Res. 2017 Oct 15;242:43-48. doi: 10.1016/j.virusres.2017.09.010. Epub 2017 Sep 18.,Lisowska A,Virus Res,2017,2017/09/20
29028812,Occurrence of the Middle East Respiratory Syndrome Coronavirus (MERS-CoV) across the Gulf Corporation Council countries: Four years update,"Aly M, Elrobh M, Alzayer M, Aljuhani S, Balkhy H.",PLoS One. 2017 Oct 13;12(10):e0183850. doi: 10.1371/journal.pone.0183850. eCollection 2017.,Aly M,PLoS One,2017,2017/10/14
28899630,Protection against infectious bronchitis virus by spike ectodomain subunit vaccine,"Eldemery F, Joiner KS, Toro H, van Santen VL.",Vaccine. 2017 Oct 13;35(43):5864-5871. doi: 10.1016/j.vaccine.2017.09.013. Epub 2017 Sep 9.,Eldemery F,Vaccine,2017,2017/09/14
29026122,Nanoparticulate vacuolar ATPase blocker exhibits potent host-targeted antiviral activity against feline coronavirus,"Hu CJ, Chang WS, Fang ZS, Chen YT, Wang WL, Tsai HH, Chueh LL, Takano T, Hohdatsu T, Chen HW.",Sci Rep. 2017 Oct 12;7(1):13043. doi: 10.1038/s41598-017-13316-0.,Hu CJ,Sci Rep,2017,2017/10/14
29017599,Detection and phylogenetic analyses of spike genes in porcine epidemic diarrhea virus strains circulating in China in 2016-2017,"Zhang Q, Liu X, Fang Y, Zhou P, Wang Y, Zhang Y.",Virol J. 2017 Oct 10;14(1):194. doi: 10.1186/s12985-017-0860-z.,Zhang Q,Virol J,2017,2017/10/12
28973862,De novo design of covalently constrained mesosize protein scaffolds with unique tertiary structures,"Dang B, Wu H, Mulligan VK, Mravic M, Wu Y, Lemmin T, Ford A, Silva DA, Baker D, DeGrado WF.",Proc Natl Acad Sci U S A. 2017 Oct 10;114(41):10852-10857. doi: 10.1073/pnas.1710695114. Epub 2017 Sep 25.,Dang B,Proc Natl Acad Sci U S A,2017,2017/10/05
29263840,Myeloablation-associated deletion of ORF4 in a human coronavirus 229E infection,"Greninger AL, Pepper G, Shean RC, Cent A, Palileo I, Kuypers JM, Schiffer JT, Jerome KR.",NPJ Genom Med. 2017 Oct 9;2:30. doi: 10.1038/s41525-017-0033-4. eCollection 2017.,Greninger AL,NPJ Genom Med,2017,2017/12/22
28917538,Identification of IBV QX vaccine markers : Should vaccine acceptance by authorities require similar identifications for all live IBV vaccines?,"Listorti V, Laconi A, Catelli E, Cecchinato M, Lupini C, Naylor CJ.",Vaccine. 2017 Oct 9;35(42):5531-5534. doi: 10.1016/j.vaccine.2017.06.021. Epub 2017 Sep 13.,Listorti V,Vaccine,2017,2017/09/18
28985754,Cross protective immune responses in nursing piglets infected with a US spike-insertion deletion porcine epidemic diarrhea virus strain and challenged with an original US PEDV strain,"Annamalai T, Lin CM, Gao X, Liu X, Lu Z, Saif LJ, Wang Q.",Vet Res. 2017 Oct 6;48(1):61. doi: 10.1186/s13567-017-0469-7.,Annamalai T,Vet Res,2017,2017/10/08
28982390,Limitations of using feline coronavirus spike protein gene mutations to diagnose feline infectious peritonitis,"Barker EN, Stranieri A, Helps CR, Porter EL, Davidson AD, Day MJ, Knowles T, Kipar A, Tasker S.",Vet Res. 2017 Oct 5;48(1):60. doi: 10.1186/s13567-017-0467-9.,Barker EN,Vet Res,2017,2017/10/07
28216184,Vaccine development for emerging virulent infectious diseases,Maslow JN.,Vaccine. 2017 Oct 4;35(41):5437-5443. doi: 10.1016/j.vaccine.2017.02.015. Epub 2017 Feb 16.,Maslow JN,Vaccine,2017,2017/02/21
28923942,Identification of sialic acid-binding function for the Middle East respiratory syndrome coronavirus spike glycoprotein,"Li W, Hulswit RJG, Widjaja I, Raj VS, McBride R, Peng W, Widagdo W, Tortorici MA, van Dieren B, Lang Y, van Lent JWM, Paulson JC, de Haan CAM, de Groot RJ, van Kuppeveld FJM, Haagmans BL, Bosch BJ.",Proc Natl Acad Sci U S A. 2017 Oct 3;114(40):E8508-E8517. doi: 10.1073/pnas.1712592114. Epub 2017 Sep 18.,Li W,Proc Natl Acad Sci U S A,2017,2017/09/20
32288953,Newcastle disease virus-based MERS-CoV candidate vaccine elicits high-level and lasting neutralizing antibodies in Bactrian camels,"Liu RQ, Ge JY, Wang JL, Shao Y, Zhang HL, Wang JL, Wen ZY, Bu ZG.",J Integr Agric. 2017 Oct;16(10):2264-2273. doi: 10.1016/S2095-3119(17)61660-5. Epub 2017 Oct 9.,Liu RQ,J Integr Agric,2017,2020/04/15
32288873,Immune response of mature cows subjected to annual booster vaccination against neonatal calf diarrhoea with two different commercial vaccines: A non-inferiority study,"Durel L, Rose C, Bainbridge T, Roubert J, Dressel KU, Bennemann J, Rückner A, Vahlenkamp T, Maillard R.",Livest Sci. 2017 Oct;204:52-58. doi: 10.1016/j.livsci.2017.08.011. Epub 2017 Aug 14.,Durel L,Livest Sci,2017,2020/04/15
29434071,"Serosurvey of Malsoor virus among Rousettus leschenaulti bat & human population residing nearby Robber's cave, Mahabaleshwar, Maharashtra, India","Yadav P, Deoshatwar A, Shete A, Tandale B, Patil D, Dalal S, Mourya D.",Indian J Med Res. 2017 Oct;146(4):545-547. doi: 10.4103/ijmr.IJMR_301_16.,Yadav P,Indian J Med Res,2017,2018/02/14
29237984,Middle East respiratory syndrome virus: Is there any carcinogenicity property?,"Joob B, Wiwanitkit V.",J Cancer Res Ther. 2017 Oct-Dec;13(6):1074. doi: 10.4103/0973-1482.183185.,Joob B,J Cancer Res Ther,2017,2017/12/15
28984231,Transgene expression in the genome of Middle East respiratory syndrome coronavirus based on a novel reverse genetics system utilizing Red-mediated recombination cloning,"Muth D, Meyer B, Niemeyer D, Schroeder S, Osterrieder N, Müller MA, Drosten C.",J Gen Virol. 2017 Oct;98(10):2461-2469. doi: 10.1099/jgv.0.000919.,Muth D,J Gen Virol,2017,2017/10/07
28905531,Elucidation of Bacterial Pneumonia-Causing Pathogens in Patients with Respiratory Viral Infection,"Jung HS, Kang BJ, Ra SW, Seo KW, Jegal Y, Jun JB, Jung J, Jeong J, Jeon HJ, Ahn JS, Lee T, Ahn JJ.",Tuberc Respir Dis (Seoul). 2017 Oct;80(4):358-367. doi: 10.4046/trd.2017.0044. Epub 2017 Sep 1.,Jung HS,Tuberc Respir Dis (Seoul),2017,2017/09/15
28895517,"Assessment of molecular and genetic evolution, antigenicity and virulence properties during the persistence of the infectious bronchitis virus in broiler breeders","Santos Fernando F, Coelho Kasmanas T, Diniz Lopes P, da Silva Montassier MF, Zanella Mores MA, Casagrande Mariguela V, Pavani C, Moreira Dos Santos R, Assayag MS Jr, Montassier HJ.",J Gen Virol. 2017 Oct;98(10):2470-2481. doi: 10.1099/jgv.0.000893. Epub 2017 Sep 12.,Santos Fernando F,J Gen Virol,2017,2017/09/13
28875620,MERS-CoV Infection in a Pregnant Woman in Korea,"Jeong SY, Sung SI, Sung JH, Ahn SY, Kang ES, Chang YS, Park WS, Kim JH.",J Korean Med Sci. 2017 Oct;32(10):1717-1720. doi: 10.3346/jkms.2017.32.10.1717.,Jeong SY,J Korean Med Sci,2017,2017/09/07
28875599,The Impact of Middle East Respiratory Syndrome Outbreak on Trends in Emergency Department Utilization Patterns,"Paek SH, Kim DK, Lee JH, Kwak YH.",J Korean Med Sci. 2017 Oct;32(10):1576-1580. doi: 10.3346/jkms.2017.32.10.1576.,Paek SH,J Korean Med Sci,2017,2017/09/07
28842266,Rapamycin-induced autophagy restricts porcine epidemic diarrhea virus infectivity in porcine intestinal epithelial cells,"Ko S, Gu MJ, Kim CG, Kye YC, Lim Y, Lee JE, Park BC, Chu H, Han SH, Yun CH.",Antiviral Res. 2017 Oct;146:86-95. doi: 10.1016/j.antiviral.2017.08.010. Epub 2017 Aug 24.,Ko S,Antiviral Res,2017,2017/08/27
28826771,Astragalus polysaccharides enhance the immune response to avian infectious bronchitis virus vaccination in chickens,"Zhang P, Wang J, Wang W, Liu X, Liu H, Li X, Wu X.",Microb Pathog. 2017 Oct;111:81-85. doi: 10.1016/j.micpath.2017.08.023. Epub 2017 Aug 18.,Zhang P,Microb Pathog,2017,2017/08/23
28821364,Serologic responses of 42 MERS-coronavirus-infected patients according to the disease severity,"Ko JH, Müller MA, Seok H, Park GE, Lee JY, Cho SY, Ha YE, Baek JY, Kim SH, Kang JM, Kim YJ, Jo IJ, Chung CR, Hahn MJ, Drosten C, Kang CI, Chung DR, Song JH, Kang ES, Peck KR.",Diagn Microbiol Infect Dis. 2017 Oct;89(2):106-111. doi: 10.1016/j.diagmicrobio.2017.07.006. Epub 2017 Jul 14.,Ko JH,Diagn Microbiol Infect Dis,2017,2017/08/20
28813689,Large-scale machine learning of media outlets for understanding public reactions to nation-wide viral infection outbreaks,"Choi S, Lee J, Kang MG, Min H, Chang YS, Yoon S.",Methods. 2017 Oct 1;129:50-59. doi: 10.1016/j.ymeth.2017.07.027. Epub 2017 Aug 13.,Choi S,Methods,2017,2017/08/17
28800976,"Genome characterization, antigenicity and pathogenicity of a novel infectious bronchitis virus type isolated from south China","Jiang L, Zhao W, Han Z, Chen Y, Zhao Y, Sun J, Li H, Shao Y, Liu L, Liu S.",Infect Genet Evol. 2017 Oct;54:437-446. doi: 10.1016/j.meegid.2017.08.006. Epub 2017 Aug 8.,Jiang L,Infect Genet Evol,2017,2017/08/13
28787295,Critically Ill Patients With the Middle East Respiratory Syndrome: A Multicenter Retrospective Cohort Study,"Arabi YM, Al-Omari A, Mandourah Y, Al-Hameed F, Sindi AA, Alraddadi B, Shalhoub S, Almotairi A, Al Khatib K, Abdulmomen A, Qushmaq I, Mady A, Solaiman O, Al-Aithan AM, Al-Raddadi R, Ragab A, Al Mekhlafi GA, Al Harthy A, Kharaba A, Ahmadi MA, Sadat M, Mutairi HA, Qasim EA, Jose J, Nasim M, Al-Dawood A, Merson L, Fowler R, Hayden FG, Balkhy HH; Saudi Critical Care Trial Group.",Crit Care Med. 2017 Oct;45(10):1683-1695. doi: 10.1097/CCM.0000000000002621.,Arabi YM,Crit Care Med,2017,2017/08/09
28784188,Periurban outbreaks of bovine calf scours in Northern India caused by Cryptosporidium in association with other enteropathogens,"Brar APS, Sood NK, Kaur P, Singla LD, Sandhu BS, Gupta K, Narang D, Singh CK, Chandra M.",Epidemiol Infect. 2017 Oct;145(13):2717-2726. doi: 10.1017/S0950268817001224. Epub 2017 Aug 8.,Brar APS,Epidemiol Infect,2017,2017/08/09
28758347,"Prevalence, complete genome sequencing and phylogenetic analysis of porcine deltacoronavirus in South Korea, 2014-2016","Jang G, Lee KK, Kim SH, Lee C.",Transbound Emerg Dis. 2017 Oct;64(5):1364-1370. doi: 10.1111/tbed.12690. Epub 2017 Jul 30.,Jang G,Transbound Emerg Dis,2017,2017/08/01
28747502,Permissivity of Dipeptidyl Peptidase 4 Orthologs to Middle East Respiratory Syndrome Coronavirus Is Governed by Glycosylation and Other Complex Determinants,"Peck KM, Scobey T, Swanstrom J, Jensen KL, Burch CL, Baric RS, Heise MT.",J Virol. 2017 Sep 12;91(19):e00534-17. doi: 10.1128/JVI.00534-17. Print 2017 Oct 1.,Peck KM,J Virol,2017,2017/07/28
28738245,Two-amino acids change in the nsp4 of SARS coronavirus abolishes viral replication,"Sakai Y, Kawachi K, Terada Y, Omori H, Matsuura Y, Kamitani W.",Virology. 2017 Oct;510:165-174. doi: 10.1016/j.virol.2017.07.019. Epub 2017 Jul 21.,Sakai Y,Virology,2017,2017/07/25
28721511,"Molecular and phylogenetic characterization of bovine coronavirus virus isolated from dairy cattle in Central Region, Thailand","Singasa K, Songserm T, Lertwatcharasarakul P, Arunvipas P.",Trop Anim Health Prod. 2017 Oct;49(7):1523-1529. doi: 10.1007/s11250-017-1358-9. Epub 2017 Jul 18.,Singasa K,Trop Anim Health Prod,2017,2017/07/20
28715653,Inhibition of NF-κB activity by the porcine epidemic diarrhea virus nonstructural protein 1 for innate immune evasion,"Zhang Q, Ma J, Yoo D.",Virology. 2017 Oct;510:111-126. doi: 10.1016/j.virol.2017.07.009. Epub 2017 Jul 15.,Zhang Q,Virology,2017,2017/07/18
